customer_id,account_created_at,account_status,kyc_completed,card_activated,card_type,monthly_spend,transactions_count,product_feature_used,feature_used_at,account_tier,decline_rate,customer_segment,monthly_revenue,churned
94,2025-08-30,Closed,False,False,Virtual,0.0,0,RoundUps,2025-09-01,Free,0.11,Professional,0.0,True
95,2025-07-29,Suspended,True,True,Debit,2093.48,29,CryptoRewards,2025-08-26,Free,0.06,Professional,47.45,False
96,2025-07-06,Active,False,False,Credit,0.0,0,DirectDeposit,2025-09-06,Free,0.15,Student,0.0,False
97,2024-10-20,Suspended,False,False,Virtual,0.0,0,DirectDeposit,2025-06-13,Plus,0.14,Retired,0.0,False
98,2024-02-23,Active,True,True,Debit,1265.55,16,,2024-06-20,Free,0.03,Student,43.51,False
99,2024-07-08,Active,False,False,Credit,0.0,0,,2024-11-10,Premium,0.07,Professional,10.0,False
100,2024-11-13,Active,False,False,Credit,0.0,0,BillPay,2025-09-11,Premium,0.02,Professional,10.0,False
101,2025-09-07,Closed,False,False,Credit,0.0,0,BillPay,2025-09-19,Free,0.15,Retired,0.0,True
102,2025-09-04,Active,True,True,Debit,2112.87,97,SavingsVault,2025-09-04,Free,0.05,Retired,68.96,False
103,2024-12-30,Active,True,False,Credit,0.0,0,,2025-05-04,Plus,0.12,Professional,0.0,False
104,2024-10-05,Active,True,False,Debit,0.0,0,BillPay,2024-10-12,Plus,0.1,Retired,0.0,False
105,2023-12-17,Active,True,True,Debit,315.89,7,BillPay,2024-09-23,Plus,0.04,Professional,13.1,False
106,2025-08-04,Active,False,False,Credit,0.0,0,,2025-09-02,Plus,0.13,Professional,0.0,False
107,2024-03-25,Closed,False,False,Credit,0.0,0,,2024-05-08,Free,0.12,Student,0.0,True
108,2024-03-27,Active,False,False,Credit,0.0,0,SavingsVault,2025-06-10,Free,0.06,Professional,0.0,False
109,2023-11-22,Active,False,False,Credit,0.0,0,,2024-01-27,Premium,0.04,Retired,10.0,False
110,2025-04-12,Active,False,False,Credit,0.0,0,DirectDeposit,2025-07-15,Plus,0.1,Student,0.0,False
111,2025-06-16,Closed,True,True,Debit,2667.41,86,CryptoRewards,2025-06-29,Free,0.07,Student,105.87,True
112,2025-05-04,Active,True,True,Credit,2820.21,66,BillPay,2025-08-15,Plus,0.07,Professional,135.43,False
113,2025-05-08,Closed,False,False,Virtual,0.0,0,DirectDeposit,2025-06-01,Free,0.02,Professional,0.0,True
114,2023-12-30,Active,True,True,Virtual,2914.73,121,BillPay,2025-05-25,Plus,0.12,Retired,53.07,False
115,2024-09-25,Suspended,True,False,Virtual,0.0,0,,2025-04-26,Free,0.14,Student,0.0,False
116,2024-01-28,Active,True,True,Credit,2606.02,85,BillPay,2024-08-20,Free,0.09,Student,27.71,False
117,2024-11-04,Active,False,False,Virtual,0.0,0,SavingsVault,2025-06-27,Free,0.07,Professional,0.0,False
118,2024-08-15,Active,True,True,Credit,2360.52,26,SavingsVault,2025-01-26,Free,0.1,Retired,26.55,False
119,2025-09-12,Active,False,False,Debit,0.0,0,RoundUps,2025-09-18,Free,0.14,Student,0.0,False
120,2025-04-30,Active,True,True,Virtual,2150.85,42,DirectDeposit,2025-09-18,Free,0.07,Retired,73.6,False
121,2025-03-10,Closed,True,False,Virtual,0.0,0,BillPay,2025-05-27,Plus,0.07,Retired,0.0,True
122,2025-03-28,Suspended,False,False,Debit,0.0,0,,2025-05-27,Free,0.07,Professional,0.0,False
123,2024-07-27,Active,False,False,Virtual,0.0,0,RoundUps,2025-05-13,Free,0.07,Professional,0.0,False
124,2024-08-27,Active,False,False,Virtual,0.0,0,RoundUps,2025-08-12,Premium,0.07,Retired,10.0,False
125,2023-12-24,Active,False,False,Credit,0.0,0,CryptoRewards,2024-07-03,Plus,0.08,Professional,0.0,False
126,2024-03-14,Suspended,False,False,Virtual,0.0,0,DirectDeposit,2024-05-02,Plus,0.09,Professional,0.0,False
127,2024-06-10,Suspended,True,False,Credit,0.0,0,,2024-06-26,Free,0.12,Professional,0.0,False
128,2024-12-21,Active,False,False,Virtual,0.0,0,BillPay,2025-07-24,Free,0.11,Student,0.0,False
129,2024-03-18,Active,True,False,Credit,0.0,0,,2025-06-18,Free,0.05,Professional,0.0,False
130,2024-03-11,Active,True,True,Virtual,290.67,5,CryptoRewards,2024-03-16,Free,0.07,Retired,6.08,False
131,2023-11-16,Active,True,True,Debit,1485.57,20,,2025-05-18,Plus,0.07,Retired,50.47,False
132,2025-01-24,Closed,True,True,Debit,903.87,30,SavingsVault,2025-02-15,Plus,0.03,Student,22.79,True
133,2024-03-17,Suspended,True,False,Credit,0.0,0,RoundUps,2024-05-08,Free,0.07,Professional,0.0,False
134,2025-08-25,Active,True,True,Credit,1282.2,43,,2025-08-26,Plus,0.06,Professional,53.92,False
135,2025-07-20,Closed,False,False,Credit,0.0,0,,2025-08-21,Free,0.07,Student,0.0,True
136,2023-11-16,Suspended,True,True,Debit,545.99,8,,2024-12-19,Free,0.08,Student,25.24,False
137,2024-03-24,Suspended,False,False,Debit,0.0,0,,2024-10-26,Plus,0.03,Retired,0.0,False
138,2025-02-22,Active,True,False,Virtual,0.0,0,CryptoRewards,2025-08-29,Free,0.07,Retired,0.0,False
139,2024-03-06,Active,False,False,Credit,0.0,0,DirectDeposit,2025-04-28,Free,0.12,Professional,0.0,False
140,2024-01-02,Active,False,False,Credit,0.0,0,,2025-07-16,Free,0.13,Professional,0.0,False
141,2025-09-17,Active,True,False,Credit,0.0,0,RoundUps,2025-09-20,Free,0.07,Professional,0.0,False
142,2024-12-12,Active,True,True,Credit,1379.04,16,RoundUps,2025-06-13,Premium,0.08,Student,33.31,False
143,2024-03-28,Closed,True,False,Debit,0.0,0,,2025-03-30,Free,0.06,Retired,0.0,True
144,2025-06-10,Active,False,False,Debit,0.0,0,RoundUps,2025-08-28,Plus,0.06,Student,0.0,False
145,2024-02-16,Active,False,False,Debit,0.0,0,BillPay,2024-04-29,Premium,0.06,Retired,10.0,False
146,2023-12-06,Closed,True,True,Debit,430.41,5,,2025-04-30,Plus,0.09,Retired,15.38,True
147,2024-08-21,Active,False,False,Virtual,0.0,0,RoundUps,2025-05-23,Premium,0.1,Retired,10.0,False
148,2024-08-16,Active,False,False,Virtual,0.0,0,SavingsVault,2025-07-01,Premium,0.04,Student,10.0,False
149,2024-09-18,Suspended,True,True,Debit,1642.32,20,DirectDeposit,2025-08-19,Free,0.13,Student,57.02,False
150,2025-04-10,Active,False,False,Virtual,0.0,0,BillPay,2025-04-20,Plus,0.11,Retired,0.0,False
151,2025-02-26,Suspended,False,False,Credit,0.0,0,SavingsVault,2025-04-05,Plus,0.04,Professional,0.0,False
152,2023-11-08,Active,False,False,Virtual,0.0,0,DirectDeposit,2024-09-15,Premium,0.12,Retired,10.0,False
153,2025-04-09,Suspended,False,False,Virtual,0.0,0,,2025-06-13,Free,0.1,Retired,0.0,False
154,2025-06-04,Closed,True,False,Credit,0.0,0,,2025-06-25,Free,0.07,Professional,0.0,True
155,2024-04-02,Closed,False,False,Virtual,0.0,0,RoundUps,2024-08-28,Plus,0.07,Student,0.0,True
156,2024-02-16,Active,False,False,Virtual,0.0,0,,2025-04-07,Free,0.14,Student,0.0,False
157,2024-09-04,Active,False,False,Virtual,0.0,0,BillPay,2024-10-28,Premium,0.12,Professional,10.0,False
158,2024-08-14,Active,True,True,Virtual,2195.34,35,,2025-01-03,Free,0.05,Student,48.4,False
159,2024-04-25,Active,True,True,Debit,377.03,4,RoundUps,2025-04-19,Free,0.1,Retired,12.44,False
160,2024-04-03,Active,True,True,Debit,1278.87,17,,2024-05-31,Free,0.15,Professional,16.25,False
161,2024-08-31,Active,True,True,Debit,798.27,37,DirectDeposit,2025-07-10,Premium,0.04,Professional,38.96,False
162,2025-07-22,Suspended,True,False,Credit,0.0,0,BillPay,2025-09-13,Free,0.13,Student,0.0,False
163,2023-12-07,Active,False,False,Credit,0.0,0,SavingsVault,2024-01-15,Free,0.02,Student,0.0,False
164,2025-02-09,Closed,True,True,Debit,2455.45,42,,2025-09-06,Free,0.1,Retired,52.66,True
165,2025-07-02,Active,True,False,Debit,0.0,0,SavingsVault,2025-07-03,Free,0.14,Professional,0.0,False
166,2023-12-03,Active,True,True,Credit,293.7,5,BillPay,2025-07-10,Free,0.09,Retired,6.71,False
167,2025-07-12,Active,True,True,Credit,1307.04,17,RoundUps,2025-08-03,Plus,0.11,Professional,60.73,False
168,2024-01-29,Active,False,False,Debit,0.0,0,DirectDeposit,2024-12-09,Free,0.08,Student,0.0,False
169,2024-10-03,Suspended,True,True,Virtual,152.66,6,DirectDeposit,2025-04-07,Plus,0.06,Retired,7.32,False
170,2024-03-06,Active,True,False,Virtual,0.0,0,CryptoRewards,2025-01-11,Free,0.03,Professional,0.0,False
171,2025-08-22,Active,False,False,Credit,0.0,0,,2025-08-24,Free,0.08,Student,0.0,False
172,2024-01-27,Suspended,True,True,Debit,892.45,9,RoundUps,2024-11-16,Premium,0.03,Student,21.57,False
173,2023-09-23,Closed,True,False,Debit,0.0,0,DirectDeposit,2024-07-22,Premium,0.11,Retired,10.0,True
174,2024-04-14,Closed,False,False,Debit,0.0,0,BillPay,2025-04-02,Plus,0.12,Retired,0.0,True
175,2024-04-30,Active,True,True,Virtual,1684.36,34,CryptoRewards,2025-03-24,Free,0.03,Professional,76.42,False
176,2025-03-16,Closed,True,True,Debit,1261.85,23,BillPay,2025-09-17,Free,0.15,Retired,45.04,True
177,2025-04-11,Active,False,False,Debit,0.0,0,CryptoRewards,2025-09-10,Free,0.1,Professional,0.0,False
178,2024-11-26,Closed,True,True,Credit,1578.4,35,,2025-08-10,Plus,0.14,Student,30.02,True
179,2025-04-02,Active,False,False,Virtual,0.0,0,,2025-07-05,Premium,0.1,Retired,10.0,False
180,2024-01-20,Active,True,False,Credit,0.0,0,CryptoRewards,2024-06-15,Free,0.06,Retired,0.0,False
181,2024-05-09,Active,True,True,Virtual,830.73,22,CryptoRewards,2024-10-25,Plus,0.1,Retired,24.86,False
182,2023-11-06,Closed,False,False,Credit,0.0,0,SavingsVault,2025-01-28,Free,0.05,Professional,0.0,True
183,2025-04-15,Active,True,True,Debit,1839.65,40,DirectDeposit,2025-07-29,Free,0.15,Professional,28.02,False
184,2023-11-08,Active,False,False,Credit,0.0,0,,2025-06-10,Free,0.07,Professional,0.0,False
185,2024-05-22,Closed,True,True,Debit,2602.66,79,CryptoRewards,2024-07-05,Free,0.11,Professional,45.79,True
186,2023-10-30,Active,True,True,Credit,315.64,6,BillPay,2025-01-25,Free,0.04,Professional,7.61,False
187,2024-09-26,Active,True,True,Debit,892.96,43,,2025-04-09,Plus,0.03,Retired,18.38,False
188,2025-09-05,Active,False,False,Debit,0.0,0,DirectDeposit,2025-09-17,Free,0.09,Professional,0.0,False
189,2024-01-22,Active,False,False,Credit,0.0,0,,2024-03-06,Plus,0.15,Retired,0.0,False
190,2024-10-20,Closed,False,False,Credit,0.0,0,CryptoRewards,2024-11-20,Free,0.02,Student,0.0,True
191,2025-07-14,Active,False,False,Debit,0.0,0,DirectDeposit,2025-08-01,Plus,0.14,Student,0.0,False
192,2023-11-14,Suspended,False,False,Credit,0.0,0,CryptoRewards,2025-02-18,Free,0.08,Professional,0.0,False
193,2023-11-13,Suspended,False,False,Debit,0.0,0,,2025-04-20,Free,0.07,Professional,0.0,False
194,2025-07-22,Active,True,False,Debit,0.0,0,CryptoRewards,2025-08-13,Plus,0.04,Retired,0.0,False
195,2024-07-31,Active,False,False,Virtual,0.0,0,BillPay,2024-11-01,Plus,0.13,Retired,0.0,False
196,2025-08-13,Active,True,True,Virtual,2086.98,39,SavingsVault,2025-09-09,Free,0.13,Professional,82.3,False
197,2024-03-31,Active,True,False,Virtual,0.0,0,CryptoRewards,2025-06-23,Free,0.06,Retired,0.0,False
198,2024-12-26,Active,False,False,Credit,0.0,0,DirectDeposit,2025-01-10,Plus,0.1,Professional,0.0,False
199,2025-01-15,Active,True,True,Credit,2129.46,28,SavingsVault,2025-02-15,Plus,0.06,Professional,100.83,False
200,2024-08-12,Active,False,False,Debit,0.0,0,SavingsVault,2025-04-14,Free,0.12,Retired,0.0,False
201,2025-09-17,Active,True,True,Virtual,2775.83,38,BillPay,2025-09-18,Free,0.04,Retired,87.56,False
202,2024-02-27,Active,False,False,Virtual,0.0,0,,2025-07-31,Free,0.1,Retired,0.0,False
203,2025-03-31,Active,True,True,Virtual,2059.52,66,BillPay,2025-05-31,Free,0.07,Retired,97.62,False
204,2024-03-25,Active,False,False,Debit,0.0,0,RoundUps,2024-10-17,Free,0.1,Professional,0.0,False
205,2024-07-25,Closed,True,True,Debit,157.2,1,BillPay,2024-11-03,Premium,0.14,Student,17.62,True
206,2025-02-24,Active,False,False,Virtual,0.0,0,DirectDeposit,2025-06-20,Plus,0.05,Retired,0.0,False
207,2024-09-11,Closed,False,False,Virtual,0.0,0,DirectDeposit,2025-01-11,Free,0.03,Professional,0.0,True
208,2025-09-12,Active,False,False,Credit,0.0,0,,2025-09-21,Free,0.1,Retired,0.0,False
209,2025-09-17,Active,False,False,Debit,0.0,0,,2025-09-17,Free,0.15,Student,0.0,False
210,2023-09-29,Active,True,True,Debit,2864.4,64,RoundUps,2024-09-18,Plus,0.05,Professional,69.84,False
211,2025-01-16,Active,True,True,Credit,2073.92,22,DirectDeposit,2025-08-22,Free,0.11,Professional,73.72,False
212,2023-12-08,Active,False,False,Debit,0.0,0,SavingsVault,2024-02-02,Premium,0.11,Student,10.0,False
213,2024-11-12,Active,False,False,Credit,0.0,0,BillPay,2025-02-02,Plus,0.12,Professional,0.0,False
214,2024-10-18,Active,True,False,Debit,0.0,0,RoundUps,2025-01-28,Free,0.13,Professional,0.0,False
215,2024-01-02,Active,True,False,Credit,0.0,0,BillPay,2024-09-29,Plus,0.11,Professional,0.0,False
216,2025-08-06,Active,False,False,Virtual,0.0,0,CryptoRewards,2025-08-09,Free,0.07,Retired,0.0,False
217,2025-08-04,Suspended,True,True,Debit,265.44,4,CryptoRewards,2025-08-27,Free,0.15,Retired,12.58,False
218,2024-07-05,Active,True,True,Virtual,2309.19,23,SavingsVault,2025-02-11,Plus,0.06,Student,105.42,False
219,2024-01-22,Active,False,False,Debit,0.0,0,BillPay,2024-12-27,Premium,0.1,Retired,10.0,False
220,2025-06-30,Active,True,False,Debit,0.0,0,RoundUps,2025-08-21,Premium,0.15,Retired,10.0,False
221,2025-03-21,Active,False,False,Credit,0.0,0,DirectDeposit,2025-05-18,Free,0.04,Student,0.0,False
222,2025-01-09,Active,True,True,Credit,248.51,3,RoundUps,2025-09-19,Free,0.04,Student,2.92,False
223,2024-11-05,Active,False,False,Virtual,0.0,0,BillPay,2024-11-08,Free,0.12,Student,0.0,False
224,2025-02-21,Active,False,False,Credit,0.0,0,,2025-06-17,Plus,0.13,Retired,0.0,False
225,2025-09-14,Active,True,True,Debit,2645.16,28,SavingsVault,2025-09-15,Premium,0.09,Retired,41.41,False
226,2025-09-20,Active,False,False,Credit,0.0,0,BillPay,2025-09-20,Free,0.05,Retired,0.0,False
227,2024-04-14,Suspended,False,False,Virtual,0.0,0,,2024-07-12,Plus,0.07,Professional,0.0,False
228,2025-08-13,Active,False,False,Debit,0.0,0,,2025-08-18,Free,0.06,Student,0.0,False
229,2025-04-20,Active,False,False,Debit,0.0,0,,2025-08-05,Plus,0.06,Retired,0.0,False
230,2024-01-20,Suspended,True,True,Virtual,1698.61,29,DirectDeposit,2024-08-18,Plus,0.05,Retired,78.75,False
231,2024-04-27,Active,True,True,Credit,2102.1,27,BillPay,2025-08-09,Premium,0.09,Professional,96.23,False
232,2024-03-03,Active,False,False,Debit,0.0,0,SavingsVault,2025-09-11,Free,0.08,Professional,0.0,False
233,2024-06-14,Closed,False,False,Debit,0.0,0,,2024-11-19,Free,0.13,Professional,0.0,True
234,2025-03-08,Closed,True,True,Credit,920.82,25,,2025-06-18,Plus,0.09,Retired,18.26,True
235,2024-10-18,Suspended,False,False,Debit,0.0,0,SavingsVault,2025-04-25,Premium,0.07,Professional,10.0,False
236,2024-04-04,Active,False,False,Virtual,0.0,0,CryptoRewards,2024-05-13,Free,0.15,Retired,0.0,False
237,2023-12-02,Active,True,True,Credit,2535.51,65,RoundUps,2025-04-07,Free,0.04,Student,71.6,False
238,2024-08-16,Active,True,False,Credit,0.0,0,RoundUps,2025-03-18,Premium,0.01,Retired,10.0,False
239,2023-10-26,Suspended,True,True,Credit,100.57,1,BillPay,2023-10-28,Premium,0.02,Retired,11.39,False
240,2024-06-07,Active,True,True,Virtual,838.61,16,SavingsVault,2024-09-16,Plus,0.07,Professional,16.54,False
241,2025-01-28,Suspended,True,True,Credit,2581.75,31,,2025-05-09,Plus,0.06,Student,82.89,False
242,2024-01-25,Suspended,True,False,Virtual,0.0,0,DirectDeposit,2025-08-22,Free,0.09,Student,0.0,False
243,2024-08-30,Active,True,False,Virtual,0.0,0,RoundUps,2025-04-01,Plus,0.14,Retired,0.0,False
244,2025-03-23,Active,False,False,Credit,0.0,0,RoundUps,2025-06-14,Free,0.14,Student,0.0,False
245,2024-11-30,Active,False,False,Virtual,0.0,0,SavingsVault,2024-12-03,Free,0.1,Retired,0.0,False
